vote_id,bioguide,member_name,party,state,chamber,congress,bill_number,bill_title,vote_date,true_label,predicted_label,reasoning,prompt_tokens,completion_tokens,n_tweets_raw,n_tweets_used,competitiveness,had_bill_summary,retrieval_method,mean_similarity,timestamp,proj,freshman,n_past_votes
house_111_2nd_357,J000126,Johnson (TX),D,TX,house,111,H R 5502,To amend the effective date of the gift card provisions of the Credit Card Accountability Responsibility and Disclosure Act of 2009,2010-06-14,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_117_2nd_453,C001119,Craig,D,MN,house,117,H R 4118,Break the Cycle of Violence Act,2022-09-22,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.0404, ideal=(-0.271, 0.491), midpoint=(0.093, 0.064) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.040411,veteran,25
house_114_2nd_187,T000472,Takano,D,CA,house,114,H R 5046,Comprehensive Opioid Abuse Reduction Act of 2016,2016-05-12,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_114_2nd_567,M000087,"Maloney, Carolyn B.",D,NY,house,114,S 3283,"To designate the community-based outpatient clinic of the Department of Veterans Affairs in Pueblo, Colorado, as the “PFC James Dunn VA Clinic”",2016-09-28,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_115_1st_59,C001069,Courtney,D,CT,house,115,S 84,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces,2017-01-13,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.2462, ideal=(-0.337, 0.041), midpoint=(-0.384, 0.923) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.246245,veteran,25
house_113_2nd_533,D000216,DeLauro,D,CT,house,113,H R 3438,To amend the Homeland Security Act of 2002 to authorize use of grants under the Urban Area Security Initiative and the State Homeland Security Grant Program to work in conjunction with a Department of Energy national laboratory,2014-12-01,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_115_2nd_137,N000181,Nunes,R,CA,house,115,H R 4293,Stress Test Improvement Act,2018-04-11,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4003, ideal=(0.450, 0.223), midpoint=(0.023, -0.309) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.400337,veteran,25
house_115_1st_322,P000605,Perry,R,PA,house,115,H R 2842,Accelerating Individuals into the Workforce Act,2017-06-23,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.2359, ideal=(0.686, -0.495), midpoint=(-0.688, 0.726) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.235881,veteran,25
house_115_1st_294,S001176,Scalise,R,LA,house,115,H R 2213,Anti-Border Corruption Reauthorization Act,2017-06-07,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.6458, ideal=(0.559, 0.163), midpoint=(0.004, -1.000) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.6457900000000001,veteran,25
house_117_1st_119,M001188,Meng,D,NY,house,117,H R 1482,504 Credit Risk Management Improvement Act,2021-04-16,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_111_2nd_627,C001053,Cole,R,OK,house,111,H R 6412,Access to Criminal History Records for State Sentencing Commissions Act of 2010,2010-12-09,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_117_1st_119,J000032,Jackson Lee,D,TX,house,117,H R 1482,504 Credit Risk Management Improvement Act,2021-04-16,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_117_2nd_464,H001086,Harshbarger,R,TN,house,117,S 2551,AI Training Act,2022-09-29,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4578, ideal=(0.677, -0.130), midpoint=(0.508, -0.480) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.4577509999999999,freshman,25
senate_116_2_68,C000174,Carper (D-DE),D,DE,senate,116,"A bill to support innovation in advanced geothermal research and development, an",Motion to Invoke Cloture on S. 2657,2020-03-09,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.6462, ideal=(-0.179, -0.225), midpoint=(-0.490, -0.871) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.646196,veteran,25
house_114_1st_90,A000369,Amodei (NV),R,NV,house,114,H R 529,To amend the Internal Revenue Code of 1986 to improve 529 plans,2015-02-25,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2315, ideal=(0.384, 0.217), midpoint=(-0.543, 0.152) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.231528,veteran,25
house_117_2nd_296,E000299,Escobar,D,TX,house,117,H R 4176,LGBTQI+ Data Inclusion Act,2022-06-23,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2552, ideal=(-0.464, -0.288), midpoint=(0.143, 0.211) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.255173,veteran,25
house_114_1st_524,B001281,Beatty,D,OH,house,114,H R 3495,Women’s Public Health and Safety Act,2015-09-29,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0891, ideal=(-0.440, 0.027), midpoint=(0.196, -0.235) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.089144,veteran,25
house_117_1st_298,B001296,Boyle (PA),D,PA,house,117,H R 4981,"To amend the Fentanyl Sanctions Act, to modify certain deadlines relating to the Commission on Combating Synthetic Opioid Trafficking",2021-09-28,Yea,Yea,"DW-NOMINATE spatial rule: proj=-1.0915, ideal=(-0.380, 0.149), midpoint=(0.507, -0.759) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-1.091467,veteran,25
house_117_1st_247,H001067,Hudson,R,NC,house,117,H R 4502,"Making appropriations for the Departments of Labor, Health and Human Services, and Eduction, and related agencies for the fiscal year ending September 30, 2022, and for other purposes",2021-07-29,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3367, ideal=(0.524, 0.207), midpoint=(0.029, 0.026) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.336682,veteran,25
house_116_1st_153,B000755,Brady,R,TX,house,116,S J RES 7,To direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,2019-04-04,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.5055, ideal=(0.520, 0.239), midpoint=(-0.243, 0.970) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.505523,veteran,25
senate_117_1_314,W000437,Wicker (R-MS),R,MS,senate,117,"A bill to authorize funds for Federal-aid highways, highway safety programs, and","H.R. 3684, As Amended",2021-08-10,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1027, ideal=(0.378, 0.338), midpoint=(0.451, -0.893) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.102739,veteran,25
house_116_1st_23,M001200,McEachin,D,VA,house,116,H R 267,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",2019-01-10,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3872, ideal=(-0.381, -0.017), midpoint=(0.297, -0.080) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.3872069999999999,veteran,25
senate_112_1_228,W000802,Whitehouse (D-RI),D,RI,senate,112,Joint resolution proposing a balanced budget amendment to the Constitution of th,S.J.Res. 24,2011-12-14,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3747, ideal=(-0.340, -0.129), midpoint=(0.327, 0.945) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.374725,veteran,25
house_115_1st_543,R000599,Ruiz,D,CA,house,115,H R 2792,Control Unlawful Fugitive Felons Act of 2017,2017-09-28,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.3759, ideal=(-0.262, 0.040), midpoint=(-0.380, 0.925) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.3759479999999999,veteran,25
house_118_2nd_174,H001066,Horsford,D,NV,house,118,H R 6285,Alaska’s Right to Produce Act,2024-05-01,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.0677, ideal=(-0.311, 0.160), midpoint=(0.070, -0.084) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0676639999999999,veteran,25
house_116_1st_487,M001194,Moolenaar,R,MI,house,116,S J RES 37,"Providing for congressional disapproval of the proposed export to the United Arab Emirates, the United Kingdom of Great Britain and Northern Ireland, and the Republic of France of certain defense articles and services",2019-07-17,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.3837, ideal=(0.447, 0.182), midpoint=(-0.136, 0.991) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.38375,veteran,25
house_118_2nd_178,B001282,Barr,R,KY,house,118,H R 7525,Special District Grant Accessibility Act,2024-05-06,Yea,Yea,"DW-NOMINATE spatial rule: proj=-1.3902, ideal=(0.489, 0.296), midpoint=(0.476, -0.644) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-1.39018,veteran,25
senate_115_1_102,H000338,Hatch (R-UT),R,UT,senate,115,"A bill to amend title 46, United States Code, to exempt old vessels that only op",S. 89,2017-04-03,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3230, ideal=(0.382, -0.004), midpoint=(-0.011, 1.000) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.323036,veteran,25
house_112_1st_839,H001038,Higgins (NY),D,NY,house,112,H R 2422,"To designate the facility of the United States Postal Service located at 45 Bay Street, Suite 2, in Staten Island, New York, as the “Sergeant Angel Mendez Post Office”",2011-11-14,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_116_1st_56,J000289,Jordan,R,OH,house,116,H R 428,Homeland Security Assessment of Terrorists’ Use of Virtual Currencies Act,2019-01-29,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_114_2nd_216,N000015,Neal,D,MA,house,114,H R 4909,National Defense Authorization Act for Fiscal Year 2017,2016-05-18,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3101, ideal=(-0.417, -0.104), midpoint=(-0.397, 0.341) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.31012,veteran,25
house_118_2nd_411,K000394,Kim (D-NJ),D,NJ,house,118,H R 1425,No WHO Pandemic Preparedness Treaty Without Senate Approval Act,2024-09-11,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.2132, ideal=(-0.421, 0.256), midpoint=(-0.115, 0.311) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.2131889999999999,veteran,25
house_111_1st_199,S001176,Scalise,R,LA,house,111,H R 957,Green Energy Education Act,2009-04-22,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_115_2nd_376,N000181,Nunes,R,CA,house,115,H R 6311,Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018,2018-07-25,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.0003, ideal=(0.450, 0.223), midpoint=(-0.319, 0.719) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0002860000000001,veteran,25
house_116_1st_428,L000581,Lawrence,D,MI,house,116,H R 2722,SAFE Act,2019-06-27,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.8648, ideal=(-0.448, -0.039), midpoint=(-0.054, 0.999) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.864838,veteran,25
house_118_2nd_139,S001148,Simpson,R,ID,house,118,H R 5947,"To provide for the rescission of certain waivers and licenses relating to Iran, and for other purposes",2024-04-17,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2526, ideal=(0.296, 0.316), midpoint=(-0.231, 0.024) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.252567,veteran,25
house_115_1st_284,L000578,LaMalfa,R,CA,house,115,H R 1761,Protecting Against Child Exploitation Act of 2017,2017-05-25,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2944, ideal=(0.542, 0.007), midpoint=(-0.561, 0.828) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.2944480000000001,veteran,25
house_117_1st_142,R000305,Ross,D,NC,house,117,H R 2877,Behavioral Intervention Guidelines Act of 2021,2021-05-13,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.1458, ideal=(-0.387, -0.001), midpoint=(-0.700, 0.714) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.1458209999999999,freshman,25
house_118_2nd_132,E000297,Espaillat,D,NY,house,118,H R 3033,Solidify Iran Sanctions Act,2024-04-16,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.9682, ideal=(-0.527, -0.212), midpoint=(-0.062, -0.819) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.968248,veteran,25
house_118_1st_597,C001112,Carbajal,D,CA,house,118,H R 4821,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",2023-11-03,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.3047, ideal=(-0.324, 0.099), midpoint=(0.322, -0.848) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.3047309999999999,veteran,25
house_116_1st_167,D000610,Deutch,D,FL,house,116,H R 1644,Save the Internet Act,2019-04-10,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.8199, ideal=(-0.401, -0.078), midpoint=(-0.070, 0.998) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.819866,veteran,25
house_117_1st_404,Y000033,Young,R,AK,house,117,S 610,Dr. Lorna Breen Health Care Provider Protection Act,2021-12-07,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0420, ideal=(0.283, 0.022), midpoint=(0.050, -0.209) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0420339999999999,veteran,25
house_115_1st_315,S001157,"Scott, David",D,GA,house,115,H R 1873,Electricity Reliability and Forest Protection Act,2017-06-21,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.2254, ideal=(-0.305, 0.165), midpoint=(-0.452, 0.736) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.2254419999999999,veteran,25
house_113_1st_528,R000582,"Roe, David P.",R,TN,house,113,H J RES 77,"Making continuing appropriations for the Food and Drug Administration for fiscal year 2014, and for other purposes",2013-10-07,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1466, ideal=(0.486, 0.024), midpoint=(-0.173, -0.325) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.146598,veteran,25
house_111_1st_348,L000564,Lamborn,R,CO,house,111,H R 2346,"Supplemental Appropriations, FY 2009",2009-06-16,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.8074, ideal=(0.665, 0.257), midpoint=(0.492, 0.870) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.80744,veteran,25
house_113_1st_23,L000560,Larsen (WA),D,WA,house,113,H R 152,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",2013-01-15,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.7403, ideal=(-0.365, 0.166), midpoint=(0.324, -0.344) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.740305,veteran,25
house_111_2nd_441,K000188,Kind,D,WI,house,111,H R 1722,Telework Improvements Act,2010-07-14,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2549, ideal=(-0.260, -0.080), midpoint=(0.239, 0.269) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.254866,veteran,25
house_114_1st_147,L000571,Lummis (R-WY),R,WY,house,114,H R 1480,SAFE Act Confidentiality and Privilege Enhancement Act,2015-04-13,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_119_1st_334,S001190,Schneider,D,IL,house,119,H R 3668,Improving Interagency Coordination for Pipeline Reviews Act,2025-12-12,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.5471, ideal=(-0.199, -0.112), midpoint=(-0.076, 0.276) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.547068,veteran,25
house_118_1st_271,H001086,Harshbarger,R,TN,house,118,H R 288,Separation of Powers Restoration Act,2023-06-15,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.3148, ideal=(0.677, -0.130), midpoint=(-0.157, 0.763) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.3148419999999999,veteran,25
house_113_2nd_85,T000463,Turner (OH),R,OH,house,113,H R 3193,Consumer Financial Protection Safety and Soundness Improvement Act of 2013,2014-02-27,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.1071, ideal=(0.265, 0.258), midpoint=(-0.254, 0.848) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.107105,veteran,25
house_112_2nd_604,V000081,Velazquez,D,NY,house,112,H R 6371,Streamlining Claims Processing for Federal Contractor Employees Act,2012-11-13,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_115_2nd_326,D000619,"Davis, Rodney",R,IL,house,115,H R 6237,Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019,2018-07-12,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2337, ideal=(0.279, 0.170), midpoint=(-0.771, 0.488) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.2337240000000001,veteran,25
senate_119_2_10,K000393,Kennedy (R-LA),R,LA,senate,119,A bill making consolidated appropriations for the fiscal year ending September 3,Motion to Invoke Cloture: H.R. 6938,2026-01-15,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1062, ideal=(0.558, -0.141), midpoint=(-0.663, 0.749) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.106162,veteran,25
house_113_2nd_513,S001192,Stewart,R,UT,house,113,H R 4,Jobs for America Act,2014-09-18,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.5330, ideal=(0.499, 0.167), midpoint=(-0.269, 0.841) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.533034,freshman,25
house_117_2nd_472,S001180,Schrader,D,OR,house,117,H R 8463,Millennium Challenge Corporation Eligibility Expansion Act,2022-09-29,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.7218, ideal=(-0.182, 0.054), midpoint=(0.226, -0.862) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.721788,veteran,25
house_113_2nd_240,C001053,Cole,R,OK,house,113,H R 4435,"To authorize appropriations for fiscal year 2015 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes",2014-05-22,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.5788, ideal=(0.323, 0.414), midpoint=(-0.583, 0.126) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.578772,veteran,25
house_116_1st_530,W000797,Wasserman Schultz,D,FL,house,116,H R 1146,Arctic Cultural and Coastal Plain Protection Act,2019-09-12,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1215, ideal=(-0.413, 0.105), midpoint=(0.098, 0.033) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.12154,veteran,25
house_119_1st_196,G000558,Guthrie,R,KY,house,119,H R 1717,Communications Security Act,2025-07-15,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.9359, ideal=(0.426, 0.273), midpoint=(0.723, -0.161) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.935941,veteran,25
house_117_2nd_57,M001143,McCollum,D,MN,house,117,H R 3967,Honoring our PACT Act,2022-03-03,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.6844, ideal=(-0.419, -0.183), midpoint=(0.035, 0.999) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.684374,veteran,25
house_119_1st_153,V000131,Veasey,D,TX,house,119,H R 2931,Save SBA from Sanctuary Cities Act,2025-06-05,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.0444, ideal=(-0.409, 0.375), midpoint=(0.163, -0.987) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.044414,veteran,25
house_114_2nd_443,D000622,Duckworth (D-IL),D,IL,house,114,S 304,Motor Vehicle Safety Whistleblower Act,2016-07-13,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0449, ideal=(-0.346, 0.057), midpoint=(0.017, -0.086) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0448689999999999,veteran,25
house_117_2nd_202,B001312,Bourdeaux,D,GA,house,117,H R 5754,Patient Advocate Tracker Act,2022-05-17,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,freshman,25
senate_119_1_223,B001243,Blackburn (R-TN),R,TN,senate,119,A joint resolution providing for congressional disapproval under chapter 8 of ti,H.J.Res. 42,2025-04-30,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2661, ideal=(0.632, 0.142), midpoint=(-0.003, -0.248) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.266115,veteran,25
senate_115_1_246,P000612,Perdue (R-GA),R,GA,senate,115,A bill to amend title 28 of the United States Code to authorize the appointment ,Motion to Invoke Cloture Re: Motion to Concur in the House Amdt. to the Senate Amdt. to H.R. 2266,2017-10-23,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.7322, ideal=(0.562, -0.075), midpoint=(0.343, 0.838) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.7322239999999999,veteran,25
house_115_2nd_141,C001097,Cardenas,D,CA,house,115,S 167,"To designate a National Memorial to Fallen Educators at the National Teachers Hall of Fame in Emporia, Kansas",2018-04-16,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_115_2nd_238,M001180,McKinley,R,WV,house,115,H R 8,Water Resources Development Act of 2018,2018-06-06,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_117_2nd_204,L000551,Lee (CA),D,CA,house,117,S 2687,Strengthening Oversight for Veterans Act of 2021,2022-05-17,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_112_2nd_589,V000128,Van Hollen (D-MD),D,MD,house,112,H J RES 118,Providing for congressional disapproval of the rule submitted by the Office of Family Assistance of the Administration for Children and Families of the Department of HHS relating to waiver and expenditure authority under the Social Security Act with respect to the Temporary Assistance for Needy Families program,2012-09-20,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1753, ideal=(-0.399, -0.228), midpoint=(-0.208, 0.186) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.175311,veteran,25
house_113_1st_96,O000168,Olson,R,TX,house,113,H R 678,"To authorize all Bureau of Reclamation conduit facilities for hydropower development under Federal Reclamation law, and for other purposes",2013-04-10,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_118_1st_200,W000823,Waltz,R,FL,house,118,H R 1339,Precision Agriculture Satellite Connectivity Act,2023-04-26,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3290, ideal=(0.452, -0.113), midpoint=(-0.924, 0.382) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.329021,veteran,25
house_118_1st_25,C001116,Clyde,R,GA,house,118,H R 23,Family and Small Business Taxpayer Protection Act,2023-01-09,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.5874, ideal=(0.822, -0.160), midpoint=(0.023, -0.045) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.5873789999999999,veteran,25
house_111_1st_265,P000597,Pingree,D,ME,house,111,H R 2346,"Supplemental Appropriations, FY 2009",2009-05-14,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1777, ideal=(-0.423, -0.365), midpoint=(-0.595, -0.062) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.1777249999999999,freshman,25
house_117_2nd_465,M001215,Miller-Meeks,R,IA,house,117,S 958,Maximizing Outcomes through Better Investments in Lifesaving Equipment for (MOBILE) Health Care Act,2022-09-29,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,freshman,25
house_113_1st_161,M001163,Matsui,D,CA,house,113,H R 258,Stolen Valor Act,2013-05-20,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_111_2nd_499,C001061,Cleaver,D,MO,house,111,H R 5850,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2011, and for other purposes",2010-07-29,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1111, ideal=(-0.454, 0.003), midpoint=(0.093, 0.049) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.111056,veteran,25
